tradingDate,ric,change,percentageChange,lastPrice,totalReturn,fullPrice,netPrice
20220208,.CDCGBI,-0.018,0.0,182.9364,182.9364,112.1945,103.0558
20220209,.CDCGBI,0.016,0.0,182.9528,182.9528,112.1924,103.0544
20220210,.CDCGBI,0.015,0.0,182.9679,182.9679,112.1985,103.0524
20220211,.CDCGBI,-0.443,-0.2,182.5253,182.5253,111.9266,102.7882
20220214,.CDCGBI,-0.016,0.0,182.509,182.509,111.9036,102.7468
20220215,.CDCGBI,0.015,0.0,182.5243,182.5243,111.9114,102.7448
20220216,.CDCGBI,-0.037,0.0,182.4875,182.4875,111.8889,102.7131
20220217,.CDCGBI,0.015,0.0,182.5029,182.5029,111.8968,102.7112
20220218,.CDCGBI,0.002,0.0,182.5052,182.5052,111.8909,102.7018
20220221,.CDCGBI,-0.088,0.0,182.4176,182.4176,111.8269,102.6196
20220222,.CDCGBI,-0.144,-0.1,182.2739,182.2739,111.7387,102.5266
20220223,.CDCGBI,-0.001,0.0,182.2733,182.2733,111.7376,102.5155
20220224,.CDCGBI,0.005,0.0,182.2785,182.2785,111.7392,102.5078
20220225,.CDCGBI,-0.003,0.0,182.2755,182.2755,111.7328,102.4954
20220228,.CDCGBI,0.049,0.0,182.3244,182.3244,111.7187,102.4913
20220301,.CDCGBI,-0.052,0.0,182.2726,182.2726,111.6804,102.4511
20220302,.CDCGBI,-0.068,0.0,182.2049,182.2049,111.6341,102.4018
20220303,.CDCGBI,-0.193,-0.1,182.0124,182.0124,111.5121,102.2811
20220304,.CDCGBI,-0.059,0.0,181.9537,181.9537,111.4709,102.237
20220307,.CDCGBI,-0.005,0.0,181.9489,181.9489,111.4547,102.2023
20220308,.CDCGBI,0.025,0.0,181.9737,181.9737,111.4371,102.2059
20220309,.CDCGBI,-0.089,0.0,181.8845,181.8845,111.3806,102.1443
20220310,.CDCGBI,-0.039,0.0,181.8455,181.8455,111.3454,102.1114
20220311,.CDCGBI,0.021,0.0,181.8664,181.8664,111.3484,102.1127
20220314,.CDCGBI,0.312,0.2,182.1787,182.1787,111.5166,102.2594
20220315,.CDCGBI,-0.1,-0.1,182.0792,182.0792,111.448,102.1919
20220316,.CDCGBI,-0.12,-0.1,181.9597,181.9597,111.3712,102.113
